iter	RMSE
420	0.05560212774
421	0.05546803412
422	0.05522796113
423	0.05515040904
424	0.0550408797
425	0.05490242021
426	0.0548614631
427	0.05459041919
428	0.05441998194
429	0.05431010304
430	0.05417542699
431	0.05407074966
432	0.0538339654
433	0.05366069751
434	0.05361612891
435	0.05348180924
436	0.0533394337
437	0.05311734146
438	0.0530419035
439	0.05294501414
440	0.05288540631
441	0.05284214381
442	0.0527292333
443	0.05255593496
444	0.05243450295
445	0.05240081902
446	0.05217121376
447	0.05203936089
448	0.05197877017
449	0.05190882192
450	0.05175914004
451	0.05169652116
452	0.05155542498
453	0.05140176995
454	0.05139417597
455	0.05121358007
456	0.05116424378
457	0.0511145715
458	0.05103758075
459	0.05084472427
460	0.05066680476
461	0.05062157499
462	0.05051680925
463	0.05045404587
464	0.05040622912
465	0.05019313073
466	0.05009187918
467	0.04993982934
468	0.04984362272
469	0.04983929279
470	0.04968692122
471	0.04958793768
472	0.04944841516
473	0.04926766997
474	0.04912333566
475	0.04901373214
476	0.04880275871
477	0.04872796383
478	0.04869233968
479	0.04854296198
480	0.04836434789
481	0.0482801673
482	0.04826741008
483	0.04816603144
484	0.04813760319
485	0.04812891388
486	0.04794956668
487	0.04783916441
488	0.04766957606
489	0.04753372439
490	0.04752599483
491	0.04748074341
492	0.04737370523
493	0.04724046481
494	0.04715218744
495	0.04704205262
496	0.04686747685
497	0.04677806976
498	0.0467052406
499	0.04661775828
500	0.04648457462
501	0.04633868228
502	0.04632822411
503	0.04615335992
504	0.04609354699
505	0.04596522729
506	0.04584776811
507	0.04579927137
508	0.04564920946
509	0.04558286094
510	0.04553775811
511	0.04552584274
512	0.04539678759
513	0.04537154806
514	0.04536273915
515	0.04526267202
516	0.04517971423
517	0.04517091942
518	0.04499873414
519	0.04489050052
520	0.0447964586
521	0.04471735414
522	0.04466744961
523	0.04454239012
524	0.04452369217
525	0.04443463239
526	0.04435014431
527	0.0443149002
528	0.04418386793
529	0.04406696162
530	0.04405108386
531	0.04390897607
532	0.04386769246
533	0.04382057821
534	0.04378575603
535	0.0437774701
536	0.04368633759
537	0.0435891008
538	0.04348558809
539	0.04336171195
540	0.04320785985
541	0.04319165131
542	0.0431090458
543	0.04306647472
544	0.0429547093
545	0.04284596797
546	0.04281650707
547	0.04274619475
548	0.04263028947
549	0.04261083827
550	0.04258474812
551	0.04253403955
552	0.04245587361
553	0.04236867774
554	0.04227122869
555	0.04224196294
556	0.04222817334
557	0.04213030842
558	0.04210820648
559	0.04210572227
560	0.04199791847
561	0.04188692926
562	0.04174253551
563	0.04172201845
564	0.04165833061
565	0.04153949559
566	0.04145497624
567	0.04131785751
568	0.04117440334
569	0.041101379
570	0.04101581236
571	0.04101258365
572	0.0409184048
573	0.04085878553
574	0.04084190317
575	0.04075612666
576	0.0407497613
577	0.04072914285
578	0.04072277031
579	0.04069125289
580	0.04056793644
581	0.04044696575
582	0.04029751265
583	0.04016206685
584	0.04013370392
585	0.04012778098
586	0.04011341178
587	0.04002566903
588	0.03992185129
589	0.03988997989
590	0.03985671362
591	0.03970993299
592	0.0396585167
593	0.03956731974
594	0.0394341224
595	0.03938452962
596	0.03934264279
597	0.03922594944
598	0.03917400187
599	0.03905728629
600	0.03895843034
601	0.03887208907
602	0.03877637579
603	0.03870014518
604	0.03863160702
605	0.03852598552
606	0.03847441805
607	0.03835460379
608	0.03828179387
609	0.03817581616
610	0.03811473205
611	0.03810644773
612	0.03803929684
613	0.0380340573
614	0.03795828665
615	0.03792161437
616	0.03791459378
617	0.03790738278
618	0.03781408559
619	0.03774315502
620	0.03772705482
621	0.03762565315
622	0.03757585437
623	0.03755454669
624	0.03754929912
625	0.03747547835
626	0.03744082502
627	0.03735528093
628	0.03725394033
629	0.03719036635
630	0.03718267893
631	0.03715072549
632	0.03708891974
633	0.03696987842
634	0.03688340531
635	0.03687935405
636	0.03677275515
637	0.03672501428
638	0.03660605696
639	0.03652411357
640	0.03647609336
641	0.0363640096
642	0.03634952228
643	0.03628591699
644	0.03621988763
645	0.03613607832
646	0.03605469613
647	0.03601827336
648	0.03590554813
649	0.03577732428
650	0.03572346239
651	0.03564210644
652	0.03553564422
653	0.03546555223
654	0.03545541113
655	0.03543780188
656	0.03537272508
657	0.03528029587
658	0.03520406882
659	0.03514661035
660	0.03514056546
661	0.03508183496
662	0.03499745485
663	0.0349781181
664	0.03494941455
665	0.03494520053
666	0.03493699459
667	0.03482472669
668	0.03476083467
669	0.03471783056
670	0.03467792491
671	0.03460654033
672	0.03458332131
673	0.03448876611
674	0.03447875208
675	0.0343871666
676	0.03428672246
677	0.03426698976
678	0.03424191202
679	0.03419632301
680	0.03406117896
681	0.03394234954
682	0.03389034374
683	0.03380793011
684	0.0337468788
685	0.0336978443
686	0.03359460307
687	0.03352454571
688	0.03347571736
689	0.03338419508
690	0.03336170467
691	0.03327843833
692	0.03327382324
693	0.03322940263
694	0.0331439887
695	0.03311735297
696	0.03310008007
697	0.03303241506
698	0.03301829841
699	0.03300088521
700	0.03291946024
701	0.03290302225
702	0.03282326975
703	0.03275767301
704	0.03264458106
705	0.0325473116
706	0.03254613456
707	0.032498502
708	0.03248012177
709	0.03246698969
710	0.03244975936
711	0.03235684654
712	0.03229551328
713	0.03228226473
714	0.03221647324
715	0.03217303435
716	0.03213746902
717	0.03213548412
718	0.03211456381
719	0.03204767989
720	0.03199046145
721	0.03198279871
722	0.03191891438
723	0.0318308628
724	0.03176793586
725	0.0317329818
726	0.03172517254
727	0.03165979805
728	0.03164971037
729	0.03158763394
730	0.03158437884
731	0.03157198665
732	0.03155782235
733	0.03150803717
734	0.03147234815
735	0.03145628544
736	0.0314407954
737	0.03137038283
738	0.03135557376
739	0.03129710217
740	0.03128941544
741	0.03123152855
742	0.03118813663
743	0.03109694292
744	0.0310795413
745	0.03102520324
746	0.03096761458
747	0.03095459432
748	0.03090611457
749	0.03089320191
750	0.03087448601
751	0.03085592754
752	0.03085371239
753	0.03084970039
754	0.03077961934
755	0.03077434228
756	0.0307565829
757	0.0306551628
758	0.03058297946
759	0.03048576093
760	0.03043094008
761	0.03040096563
762	0.03038933073
763	0.03033382541
764	0.03031274198
765	0.03030233398
766	0.0302753956
767	0.03021772734
768	0.03015693034
769	0.03014139373
770	0.03005290814
771	0.02998291272
772	0.02991527238
773	0.02987416262
774	0.0298582909
775	0.02982686149
776	0.02976054376
777	0.02974889079
778	0.02967482494
779	0.02963481856
780	0.02953391876
781	0.02949897157
782	0.02947497051
783	0.02946026404
784	0.02940295488
785	0.02935254448
786	0.02934924804
787	0.02933631279
788	0.02927775946
789	0.02923173561
790	0.02910831818
791	0.02904222239
792	0.02898307832
793	0.02897415931
794	0.0289227799
795	0.02891527734
796	0.02885451958
797	0.02879031135
798	0.0287299373
799	0.02864256101
800	0.02863266728
801	0.02858394893
802	0.0284885981
803	0.02843416994
804	0.02833851954
805	0.02832875729
806	0.02828084049
807	0.02827153304
808	0.02822224166
809	0.02821028718
810	0.02819226823
811	0.02815428569
812	0.02814319399
813	0.02812890764
814	0.02809257884
815	0.02801980363
816	0.02796338589
817	0.02794332875
818	0.02788791562
819	0.02785591299
820	0.02782743021
821	0.0277677359
822	0.02775587967
823	0.02770487296
824	0.02764443361
825	0.02761784118
826	0.02760985951
827	0.02753495774
828	0.02752908688
829	0.02747260066
830	0.02740863285
831	0.02732845557
832	0.02727213074
833	0.02727105669
834	0.02726294482
835	0.02723541769
836	0.02722759944
837	0.02721830414
838	0.02717604257
839	0.02714842588
840	0.02708956054
841	0.02701067705
842	0.02698280237
843	0.02692757286
844	0.02692660753
845	0.02689359798
846	0.02683870991
847	0.02677045104
848	0.02675661924
849	0.02670653769
850	0.02665705904
851	0.02664752175
852	0.02658837356
853	0.02655006947
854	0.02651687395
855	0.0264900142
856	0.02645750908
857	0.02639793262
858	0.02639030743
859	0.02634622467
860	0.02632105529
861	0.02631901578
862	0.02621096186
863	0.02618423411
864	0.02615641163
865	0.02606038956
866	0.02604595772
867	0.02599078751
868	0.02589180403
869	0.02588451902
870	0.02587348936
871	0.02584451196
872	0.0257831525
873	0.02571385933
874	0.02568407252
875	0.02567390468
876	0.02564161908
877	0.02555309583
878	0.02549859522
879	0.02548774748
880	0.02547966851
881	0.02547128132
882	0.02545597624
883	0.02544614051
884	0.02539510896
885	0.02534694779
886	0.02531683178
887	0.02525453665
888	0.02520799141
889	0.02513847495
890	0.02507667787
891	0.02502092213
892	0.02501072152
893	0.02495909326
894	0.02495682753
895	0.02495420236
896	0.02489824584
897	0.02486645364
898	0.02481994751
899	0.02474983892
900	0.02473948909
901	0.02472949397
902	0.02472224831
903	0.02471488326
904	0.02464355175
905	0.02455525657
906	0.02452557847
907	0.0244514761
908	0.02441564299
909	0.02434653228
910	0.02428584824
911	0.02422684018
912	0.02421855048
913	0.02415215557
914	0.02407965567
915	0.02407272061
916	0.02403868644
917	0.02401936754
918	0.02401457997
919	0.02399287882
920	0.02398740888
921	0.02393427531
922	0.02385811054
923	0.02378203484
924	0.02377989915
925	0.02376218344
926	0.02371549633
927	0.023700902
928	0.02362973642
929	0.023589224
930	0.02351876959
931	0.02347689714
932	0.02345698611
933	0.02339081707
934	0.02338406195
935	0.02338166908
936	0.02337253235
937	0.02330302654
938	0.0232339528
939	0.02322456718
940	0.02322293906
941	0.02317372837
942	0.02310833093
943	0.02308436633
944	0.02307532973
945	0.02306477881
946	0.02300061616
947	0.02297014698
948	0.02294410327
949	0.02294215086
950	0.02290821296
951	0.02285946369
952	0.02282286399
953	0.02280178333
954	0.02277319505
955	0.02276446908
956	0.02270096596
957	0.02264717694
958	0.02263440401
959	0.02262576098
960	0.02256681682
961	0.02253306576
962	0.02249274487
963	0.02241641296
964	0.02234069175
965	0.02233490526
966	0.02229016015
967	0.02228781874
968	0.02225058487
969	0.02220647751
970	0.02219560257
971	0.0221809949
972	0.02212423919
973	0.02207265996
974	0.02201797217
975	0.02198082797
976	0.02196636365
977	0.02193865498
978	0.02191976066
979	0.02186242547
980	0.02183229273
981	0.02176839286
982	0.02172437931
983	0.02166595652
984	0.02162372242
985	0.02157730882
986	0.0215162914
987	0.02149957276
988	0.02149257387
989	0.02145204003
990	0.02144360178
991	0.02143560342
992	0.02138099682
993	0.02136218198
994	0.02130972653
995	0.02129250322
996	0.02125309299
997	0.02124641096
998	0.02124518741
999	0.02120147772
